Team Alt Name,Opp Alt Name,GameID,Season,Week,Date,teamgame,Conf,BCS?,Team,W,L,TeamCoach,vs/@,oConf,oBCS?,Opp,oW,oL,OppCoach,OT?,Pts,oPts,diff,Res,W,L,cW,cL,O/U#,o/u,Spread,Sw/l,Bowl,Attend.,,APwk,wkAP,COwk,wkCO,BCSwk,wkBCS,pAP,pCO,fAP,fCO,AP,Apv,CO,Cov,BCS,w,l,Team,AP,Apv,CO,Cov,BCS,w,l,,pAP,pCO,fAP,fCO,AP,Apv,CO,Cov,BCS,w,l,Opp,AP,Apv,CO,Cov,BCS,w,l,,#Plays,ptspplay,ypplay,yprush,yppass,#Rush,Gain,Loss,NetRush,RushTD,#PassAtt,#PassComp,Int,PassYds,PassTD,Tot.Yds,#Rec.,RecYds,RecTD,#Punts,PuntYds,YardspPunt,PuntRet#,PuntRetYds,PuntRetTD,KORet#,KORetYds,KORetTD,Tot.TD,XPAtt,XPComp,X2Att,X2Comp,FGAtt,FGMade,Safeties,FDRush,FDPass,FDPen,Tot.FD,#Pen,PenYds,#Fumb,FumbLos,DPassInt,DPassIntRetYds,DPassIntRetTD,DFumRec,DFumRetYds,DFumRetTD,,#Plays,playppt,ypplay,yprush,yppass,#Rush,Gain,Loss,NetRush,RushTD,#PassAtt,#PassComp,Int,PassYds,PassTD,Tot.Yds,#Rec.,RecYds,RecTD,#Punts,PuntYds,YardspPunt,PuntRet#,PuntRetYds,PuntRetTD,KORet#,KORetYds,KORetTD,Tot.TD,XPAtt,XPComp,X2Att,X2Comp,FGAtt,FGMade,Safeties,FDRush,FDPass,FDPen,Tot.FD,#Pen,PenYds,#Fumb,FumbLos,DPassInt,DPassIntRetYds,DPassIntRetTD,DFumRec,DFumRetYds,DFumRetTD
Indiana,Arkansas State,Arkansas St-Indiana,2010,7,10/16/10,6,Big10,BCS,Indiana,5,7,Bill Lynch,vs,SunBelt,non,Arkansas St,4,8,Steve Roberts,,36,34,2,W,1,0,0,0,65.0,o,-10.0,L,,"40,480",,6,7,6,7,0,1,NR,NR,NR,NR,NR,NR,NR,NR,NR,3,2,Indiana,NR,NR,NR,NR,NR,4,2,,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,4,Arkansas St,NR,NR,NR,NR,NR,2,5,,77,0.5,6.4,3.2,9.1,35,134,21,113,0,42,26,0,382,4,495,26,382,4,4,140,35.0,0,0,0,4,121,0,4,3,3,1,0,3,3,0,6,15,4,25,8,80,2,2,2,29,0,0,0,0,,68,0.5,5.0,2.8,6.0,22,76,15,61,3,46,35,2,276,2,337,35,276,2,4,189,47.3,3,0,0,7,223,0,5,4,4,1,0,1,0,0,4,13,2,19,10,92,2,1,0,0,0,1,6,0
Arkansas,Auburn,Arkansas-Auburn,2010,7,10/16/10,6,SEC,BCS,Arkansas,10,3,Bobby Petrino,@,SEC,BCS,Auburn,14,0,Gene Chizik,,43,65,-22,L,0,1,0,1,60.5,o,3.5,L,,"87,451",,6,7,6,7,0,1,17,19,12,12,12,813,13,780,NR,4,1,Arkansas,21,343,21,274,23,4,2,,22,23,1,1,7,1104,7,1060,NR,6,0,Auburn,5,1279,5,1238,4,7,0,,77,0.6,7.4,4.9,8.7,28,150,12,138,1,49,35,2,428,5,566,35,428,5,3,93,31.0,0,0,0,10,179,0,6,5,5,1,1,0,0,0,9,19,2,30,6,70,1,1,0,0,0,0,0,0,,64,1.0,7.3,6.7,9.3,49,351,21,330,6,15,10,0,140,1,470,10,140,1,2,79,39.5,2,2,0,5,221,0,8,8,8,0,0,3,3,0,15,7,3,25,8,68,0,0,2,33,0,1,47,1
Auburn,Arkansas,Arkansas-Auburn,2010,7,10/16/10,7,SEC,BCS,Auburn,14,0,Gene Chizik,vs,SEC,BCS,Arkansas,10,3,Bobby Petrino,,65,43,22,W,1,0,1,0,60.5,o,-3.5,W,,"87,451",,6,7,6,7,0,1,22,23,1,1,7,1104,7,1060,NR,6,0,Auburn,5,1279,5,1238,4,7,0,,17,19,12,12,12,813,13,780,NR,4,1,Arkansas,21,343,21,274,23,4,2,,64,1.0,7.3,6.7,9.3,49,351,21,330,6,15,10,0,140,1,470,10,140,1,2,79,39.5,2,2,0,5,221,0,8,8,8,0,0,3,3,0,15,7,3,25,8,68,0,0,2,33,0,1,47,1,,77,0.6,7.4,4.9,8.7,28,150,12,138,1,49,35,2,428,5,566,35,428,5,3,93,31.0,0,0,0,10,179,0,6,5,5,1,1,0,0,0,9,19,2,30,6,70,1,1,0,0,0,0,0,0
Army,Rutgers,Army-Rutgers,2010,7,10/16/10,7,Indy,non,Army,7,6,Rich Ellerson,@,BigEast,BCS,Rutgers,4,8,Greg Schiano,OT,20,23,-3,L,0,1,0,0,42.0,o,6.5,W,,"41,292",,6,7,6,7,0,1,NR,NR,NR,NR,NR,NR,NR,NR,NR,4,2,Army,NR,NR,NR,NR,NR,4,3,,NR,NR,NR,NR,NR,NR,NR,NR,NR,3,2,Rutgers,NR,NR,NR,NR,NR,4,2,,73,0.3,5.5,4.9,8.2,59,300,11,289,2,14,8,0,115,0,404,8,115,0,3,118,39.3,2,23,0,4,53,0,2,2,2,0,0,3,2,0,16,5,0,21,8,94,3,2,1,1,0,0,0,0,,66,0.3,3.8,0.0,8.1,35,94,95,-1,1,31,18,1,251,2,250,18,251,2,6,225,37.5,2,4,0,3,69,0,3,2,2,0,0,1,1,0,2,10,5,17,12,63,2,0,0,0,0,0,0,0
Rutgers,Army,Army-Rutgers,2010,7,10/16/10,6,BigEast,BCS,Rutgers,4,8,Greg Schiano,vs,Indy,non,Army,7,6,Rich Ellerson,OT,23,20,3,W,1,0,0,0,42.0,o,-6.5,L,,"41,292",,6,7,6,7,0,1,NR,NR,NR,NR,NR,NR,NR,NR,NR,3,2,Rutgers,NR,NR,NR,NR,NR,4,2,,NR,NR,NR,NR,NR,NR,NR,NR,NR,4,2,Army,NR,NR,NR,NR,NR,4,3,,66,0.3,3.8,0.0,8.1,35,94,95,-1,1,31,18,1,251,2,250,18,251,2,6,225,37.5,2,4,0,3,69,0,3,2,2,0,0,1,1,0,2,10,5,17,12,63,2,0,0,0,0,0,0,0,,73,0.3,5.5,4.9,8.2,59,300,11,289,2,14,8,0,115,0,404,8,115,0,3,118,39.3,2,23,0,4,53,0,2,2,2,0,0,3,2,0,16,5,0,21,8,94,3,2,1,1,0,0,0,0
Ball State,Eastern Michigan,Ball St-E Michigan,2010,7,10/16/10,7,MAC,non,Ball St,4,8,Stan Parrish,vs,MAC,non,E Michigan,2,10,Ron English,OT,38,41,-3,L,0,1,0,1,56.5,o,-15.0,L,,"10,956",,6,7,6,7,0,1,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,4,Ball St,NR,NR,NR,NR,NR,2,5,,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,6,E Michigan,NR,NR,NR,NR,NR,1,6,,61,0.6,4.0,3.1,5.0,32,121,23,98,1,29,16,0,145,3,243,16,145,3,6,253,42.2,0,0,0,3,109,1,5,5,5,0,0,1,1,0,5,8,3,16,4,26,1,1,1,0,0,0,0,0,,73,0.6,6.7,4.8,12.5,55,289,24,265,3,18,10,1,225,3,490,10,225,3,1,47,47.0,1,-3,0,6,125,0,6,5,5,0,0,2,0,0,16,8,2,26,9,85,1,1,0,0,0,0,0,0
Eastern Michigan,Ball State,Ball St-E Michigan,2010,7,10/16/10,7,MAC,non,E Michigan,2,10,Ron English,@,MAC,non,Ball St,4,8,Stan Parrish,OT,41,38,3,W,1,0,1,0,56.5,o,15.0,W,,"10,956",,6,7,6,7,0,1,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,6,E Michigan,NR,NR,NR,NR,NR,1,6,,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,4,Ball St,NR,NR,NR,NR,NR,2,5,,73,0.6,6.7,4.8,12.5,55,289,24,265,3,18,10,1,225,3,490,10,225,3,1,47,47.0,1,-3,0,6,125,0,6,5,5,0,0,2,0,0,16,8,2,26,9,85,1,1,0,0,0,0,0,0,,61,0.6,4.0,3.1,5.0,32,121,23,98,1,29,16,0,145,3,243,16,145,3,6,253,42.2,0,0,0,3,109,1,5,5,5,0,0,1,1,0,5,8,3,16,4,26,1,1,1,0,0,0,0,0
Baylor,Colorado,Baylor-Colorado,2010,7,10/16/10,7,Big12,BCS,Baylor,7,6,Art Briles,@,Big12,BCS,Colorado,5,7,Dan Hawkins,,31,25,6,W,1,0,1,0,54.5,o,-1.5,W,,"48,953",,6,7,6,7,0,1,NR,NR,NR,NR,NR,NR,NR,NR,NR,4,2,Baylor,35,2,35,3,NR,5,2,,NR,NR,NR,NR,NR,NR,NR,NR,NR,3,2,Colorado,NR,NR,NR,NR,NR,3,3,,62,0.5,8.8,8.8,8.7,35,313,4,309,2,27,22,1,234,1,543,22,234,1,0,0,0.0,2,2,0,5,120,0,3,2,2,1,1,4,3,0,14,13,2,29,9,71,4,2,1,32,0,0,0,0,,77,0.3,5.2,3.9,7.4,49,217,25,192,2,28,21,1,207,1,399,21,207,1,3,134,44.7,0,0,0,4,119,0,3,1,1,2,0,2,2,0,11,13,1,25,4,28,3,1,1,4,0,1,0,0
Colorado,Baylor,Baylor-Colorado,2010,7,10/16/10,6,Big12,BCS,Colorado,5,7,Dan Hawkins,vs,Big12,BCS,Baylor,7,6,Art Briles,,25,31,-6,L,0,1,0,1,54.5,o,1.5,L,,"48,953",,6,7,6,7,0,1,NR,NR,NR,NR,NR,NR,NR,NR,NR,3,2,Colorado,NR,NR,NR,NR,NR,3,3,,NR,NR,NR,NR,NR,NR,NR,NR,NR,4,2,Baylor,35,2,35,3,NR,5,2,,77,0.3,5.2,3.9,7.4,49,217,25,192,2,28,21,1,207,1,399,21,207,1,3,134,44.7,0,0,0,4,119,0,3,1,1,2,0,2,2,0,11,13,1,25,4,28,3,1,1,4,0,1,0,0,,62,0.5,8.8,8.8,8.7,35,313,4,309,2,27,22,1,234,1,543,22,234,1,0,0,0.0,2,2,0,5,120,0,3,2,2,1,1,4,3,0,14,13,2,29,9,71,4,2,1,32,0,0,0,0
Boise State,San Jose State,Boise St-San Jose St,2010,7,10/16/10,6,WAC,non,Boise St,12,1,Chris Petersen,@,WAC,non,San Jose St,1,12,Mike MacIntyre,,48,0,48,W,1,0,1,0,57.5,u,-40.5,W,,"20,239",,6,7,6,7,0,1,3,5,9,7,3,1395,3,1335,NR,5,0,Boise St,2,1433,2,1385,3,6,0,,NR,NR,NR,NR,NR,NR,NR,NR,NR,1,5,San Jose St,NR,NR,NR,NR,NR,1,6,,71,0.7,7.5,5.5,10.1,39,227,14,213,4,32,23,0,322,2,535,23,322,2,3,116,38.7,7,100,0,1,0,0,7,7,6,0,0,0,0,0,10,17,1,28,5,51,2,2,1,43,1,0,0,0,,52,0.0,1.5,-0.4,4.0,29,41,53,-12,0,23,10,1,92,0,80,10,92,0,10,434,43.4,1,29,0,8,160,0,0,0,0,0,0,1,0,0,0,4,2,6,4,26,2,0,0,0,0,0,0,0
San Jose State,Boise State,Boise St-San Jose St,2010,7,10/16/10,7,WAC,non,San Jose St,1,12,Mike MacIntyre,vs,WAC,non,Boise St,12,1,Chris Petersen,,0,48,-48,L,0,1,0,1,57.5,u,40.5,L,,"20,239",,6,7,6,7,0,1,NR,NR,NR,NR,NR,NR,NR,NR,NR,1,5,San Jose St,NR,NR,NR,NR,NR,1,6,,3,5,9,7,3,1395,3,1335,NR,5,0,Boise St,2,1433,2,1385,3,6,0,,52,0.0,1.5,-0.4,4.0,29,41,53,-12,0,23,10,1,92,0,80,10,92,0,10,434,43.4,1,29,0,8,160,0,0,0,0,0,0,1,0,0,0,4,2,6,4,26,2,0,0,0,0,0,0,0,,71,0.7,7.5,5.5,10.1,39,227,14,213,4,32,23,0,322,2,535,23,322,2,3,116,38.7,7,100,0,1,0,0,7,7,6,0,0,0,0,0,10,17,1,28,5,51,2,2,1,43,1,0,0,0
Boston College,Florida State,Boston Coll-Florida St,2010,7,10/16/10,6,ACC,BCS,Boston Coll,7,6,Frank Spaziani,@,ACC,BCS,Florida St,10,4,Jimbo Fisher,,19,24,-5,L,0,1,0,1,48.0,u,22.0,W,,"75,301",,6,7,6,7,0,1,46,40,NR,NR,NR,NR,NR,NR,NR,2,3,Boston Coll,NR,NR,NR,NR,NR,2,4,,20,20,17,16,16,547,17,496,NR,5,1,Florida St,16,615,17,608,17,6,1,,57,0.3,4.7,5.2,4.0,33,200,29,171,0,24,9,0,95,0,266,9,95,0,8,314,39.3,3,12,0,2,32,0,1,1,1,0,0,4,4,0,3,5,1,9,4,34,0,0,3,63,1,0,0,0,,68,0.4,4.6,3.8,5.5,37,174,33,141,1,31,19,3,170,2,311,19,170,2,5,254,50.8,3,17,0,6,73,0,3,3,3,0,0,1,1,0,9,9,1,19,2,20,1,1,0,0,0,0,0,0
Florida State,Boston College,Boston Coll-Florida St,2010,7,10/16/10,7,ACC,BCS,Florida St,10,4,Jimbo Fisher,vs,ACC,BCS,Boston Coll,7,6,Frank Spaziani,,24,19,5,W,1,0,1,0,48.0,u,-22.0,L,,"75,301",,6,7,6,7,0,1,20,20,17,16,16,547,17,496,NR,5,1,Florida St,16,615,17,608,17,6,1,,46,40,NR,NR,NR,NR,NR,NR,NR,2,3,Boston Coll,NR,NR,NR,NR,NR,2,4,,68,0.4,4.6,3.8,5.5,37,174,33,141,1,31,19,3,170,2,311,19,170,2,5,254,50.8,3,17,0,6,73,0,3,3,3,0,0,1,1,0,9,9,1,19,2,20,1,1,0,0,0,0,0,0,,57,0.3,4.7,5.2,4.0,33,200,29,171,0,24,9,0,95,0,266,9,95,0,8,314,39.3,3,12,0,2,32,0,1,1,1,0,0,4,4,0,3,5,1,9,4,34,0,0,3,63,1,0,0,0
Bowling Green,Temple,Bowl Green-Temple,2010,7,10/16/10,7,MAC,non,Bowl Green,2,10,Dave Clawson,@,MAC,non,Temple,8,4,Al Golden,,27,28,-1,L,0,1,0,1,51.5,o,20.5,W,,"23,045",,6,7,6,7,0,1,NR,NR,NR,NR,NR,NR,NR,NR,NR,1,5,Bowl Green,NR,NR,NR,NR,NR,1,6,,43,47,NR,NR,NR,NR,NR,NR,NR,4,2,Temple,NR,NR,NR,NR,NR,5,2,,88,0.3,3.7,1.0,5.5,36,97,61,36,2,52,30,0,287,1,323,30,287,1,6,258,43.0,1,5,0,4,56,0,4,2,1,2,1,1,0,0,7,12,5,24,9,80,3,1,1,49,1,1,8,0,,45,0.6,6.8,4.9,9.7,27,145,12,133,1,18,10,1,174,2,307,10,174,2,7,221,31.6,2,-2,0,3,66,0,4,4,4,0,0,0,0,0,8,3,1,12,6,65,1,1,0,0,0,0,0,1
Temple,Bowling Green,Bowl Green-Temple,2010,7,10/16/10,7,MAC,non,Temple,8,4,Al Golden,vs,MAC,non,Bowl Green,2,10,Dave Clawson,,28,27,1,W,1,0,1,0,51.5,o,-20.5,L,,"23,045",,6,7,6,7,0,1,43,47,NR,NR,NR,NR,NR,NR,NR,4,2,Temple,NR,NR,NR,NR,NR,5,2,,NR,NR,NR,NR,NR,NR,NR,NR,NR,1,5,Bowl Green,NR,NR,NR,NR,NR,1,6,,45,0.6,6.8,4.9,9.7,27,145,12,133,1,18,10,1,174,2,307,10,174,2,7,221,31.6,2,-2,0,3,66,0,4,4,4,0,0,0,0,0,8,3,1,12,6,65,1,1,0,0,0,0,0,1,,88,0.3,3.7,1.0,5.5,36,97,61,36,2,52,30,0,287,1,323,30,287,1,6,258,43.0,1,5,0,4,56,0,4,2,1,2,1,1,0,0,7,12,5,24,9,80,3,1,1,49,1,1,8,0
Buffalo,Northern Illinois,Buffalo-N Illinois,2010,7,10/16/10,6,MAC,non,Buffalo,2,10,Jeff Quinn,@,MAC,non,N Illinois,11,3,Jerry Kill,,14,45,-31,L,0,1,0,1,51.0,o,14.5,L,,"21,230",,6,7,6,7,0,1,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,3,Buffalo,NR,NR,NR,NR,NR,2,4,,NR,49,29,26,NR,NR,NR,NR,NR,4,2,N Illinois,NR,NR,NR,NR,NR,5,2,,59,0.2,4.2,3.9,4.6,33,149,19,130,0,26,9,1,120,1,250,9,120,1,8,258,32.3,0,0,0,6,107,0,2,2,2,0,0,0,0,0,5,5,0,10,7,59,2,1,2,27,1,0,0,0,,76,0.6,5.8,5.6,6.2,50,304,23,281,4,26,13,2,160,2,441,13,160,2,2,74,37.0,3,28,0,1,32,0,6,6,6,0,0,4,1,0,12,9,3,24,2,20,1,0,1,21,0,0,0,0
Northern Illinois,Buffalo,Buffalo-N Illinois,2010,7,10/16/10,7,MAC,non,N Illinois,11,3,Jerry Kill,vs,MAC,non,Buffalo,2,10,Jeff Quinn,,45,14,31,W,1,0,1,0,51.0,o,-14.5,W,,"21,230",,6,7,6,7,0,1,NR,49,29,26,NR,NR,NR,NR,NR,4,2,N Illinois,NR,NR,NR,NR,NR,5,2,,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,3,Buffalo,NR,NR,NR,NR,NR,2,4,,76,0.6,5.8,5.6,6.2,50,304,23,281,4,26,13,2,160,2,441,13,160,2,2,74,37.0,3,28,0,1,32,0,6,6,6,0,0,4,1,0,12,9,3,24,2,20,1,0,1,21,0,0,0,0,,59,0.2,4.2,3.9,4.6,33,149,19,130,0,26,9,1,120,1,250,9,120,1,8,258,32.3,0,0,0,6,107,0,2,2,2,0,0,0,0,0,5,5,0,10,7,59,2,1,2,27,1,0,0,0
Brigham Young,TCU,BYU-TCU,2010,7,10/16/10,7,MtnWest,non,BYU,7,6,Bronco Mendenhall,@,MtnWest,non,TCU,13,0,Gary Patterson,,3,31,-28,L,0,1,0,1,50.0,u,29.5,W,,"40,416",,6,7,6,7,0,1,34,28,38,NR,NR,NR,NR,NR,NR,2,4,BYU,NR,NR,NR,NR,NR,2,5,,6,7,2,2,4,1304,5,1213,NR,6,0,TCU,4,1340,4,1300,5,7,0,,57,0.1,2.6,2.1,3.0,27,82,26,56,0,30,14,2,91,0,147,14,91,0,7,336,48.0,1,23,0,6,123,0,0,0,0,0,0,1,1,0,4,5,1,10,4,20,0,0,0,0,0,0,0,0,,74,0.4,5.1,2.8,7.6,38,149,41,108,0,36,24,0,273,4,381,24,273,4,6,248,41.3,4,56,0,2,81,0,4,4,4,0,0,1,1,0,7,16,0,23,4,20,3,0,2,2,0,0,0,0
TCU,Brigham Young,BYU-TCU,2010,7,10/16/10,7,MtnWest,non,TCU,13,0,Gary Patterson,vs,MtnWest,non,BYU,7,6,Bronco Mendenhall,,31,3,28,W,1,0,1,0,50.0,u,-29.5,L,,"40,416",,6,7,6,7,0,1,6,7,2,2,4,1304,5,1213,NR,6,0,TCU,4,1340,4,1300,5,7,0,,34,28,38,NR,NR,NR,NR,NR,NR,2,4,BYU,NR,NR,NR,NR,NR,2,5,,74,0.4,5.1,2.8,7.6,38,149,41,108,0,36,24,0,273,4,381,24,273,4,6,248,41.3,4,56,0,2,81,0,4,4,4,0,0,1,1,0,7,16,0,23,4,20,3,0,2,2,0,0,0,0,,57,0.1,2.6,2.1,3.0,27,82,26,56,0,30,14,2,91,0,147,14,91,0,7,336,48.0,1,23,0,6,123,0,0,0,0,0,0,1,1,0,4,5,1,10,4,20,0,0,0,0,0,0,0,0
Central Michigan,Miami (Ohio),C Michigan-Miami (OH),2010,7,10/16/10,7,MAC,non,C Michigan,3,9,Dan Enos,vs,MAC,non,Miami (OH),10,4,Michael Haywood,,20,27,-7,L,0,1,0,1,51.0,u,-13.0,L,,"24,761",,6,7,6,7,0,1,43,49,NR,NR,NR,NR,NR,NR,NR,2,4,C Michigan,NR,NR,NR,NR,NR,2,5,,NR,NR,30,31,NR,NR,NR,NR,NR,3,3,Miami (OH),NR,NR,NR,NR,NR,4,3,,76,0.3,5.3,3.0,6.3,24,98,26,72,2,52,29,3,329,0,401,29,329,0,5,174,34.8,2,33,0,6,89,0,2,2,2,0,0,3,2,0,3,16,2,21,3,20,1,1,0,0,0,0,0,0,,72,0.4,6.5,2.8,8.5,25,95,24,71,0,47,29,0,399,3,470,29,399,3,6,218,36.3,1,-1,0,4,98,0,3,3,3,0,0,2,2,0,8,14,0,22,9,79,1,1,3,16,0,0,0,0
Miami (Ohio),Central Michigan,C Michigan-Miami (OH),2010,7,10/16/10,7,MAC,non,Miami (OH),10,4,Michael Haywood,@,MAC,non,C Michigan,3,9,Dan Enos,,27,20,7,W,1,0,1,0,51.0,u,13.0,W,,"24,761",,6,7,6,7,0,1,NR,NR,30,31,NR,NR,NR,NR,NR,3,3,Miami (OH),NR,NR,NR,NR,NR,4,3,,43,49,NR,NR,NR,NR,NR,NR,NR,2,4,C Michigan,NR,NR,NR,NR,NR,2,5,,72,0.4,6.5,2.8,8.5,25,95,24,71,0,47,29,0,399,3,470,29,399,3,6,218,36.3,1,-1,0,4,98,0,3,3,3,0,0,2,2,0,8,14,0,22,9,79,1,1,3,16,0,0,0,0,,76,0.3,5.3,3.0,6.3,24,98,26,72,2,52,29,3,329,0,401,29,329,0,5,174,34.8,2,33,0,6,89,0,2,2,2,0,0,3,2,0,3,16,2,21,3,20,1,1,0,0,0,0,0,0
California,USC,California-USC,2010,7,10/16/10,6,Pac10,BCS,California,5,7,Jeff Tedford,@,Pac10,BCS,USC,8,5,Lane Kiffin,,14,48,-34,L,0,1,0,1,54.0,o,2.5,L,,"72,386",,6,7,6,7,0,1,NR,42,NR,NR,NR,NR,NR,NR,NR,3,2,California,NR,NR,NR,NR,NR,3,3,,14,NR,NR,NR,NR,NR,NR,NR,NR,4,2,USC,26,80,NR,NR,NR,5,2,,48,0.3,5.1,2.8,6.7,19,72,19,53,0,29,15,2,193,2,246,15,193,2,6,263,43.8,0,0,0,8,165,0,2,2,2,0,0,0,0,0,4,7,0,11,9,67,0,0,0,0,0,0,0,0,,80,0.6,7.5,5.9,8.9,36,228,17,211,1,44,30,0,391,5,602,30,391,5,1,26,26.0,2,38,0,3,81,0,6,6,6,0,0,2,2,0,13,19,2,34,8,54,2,1,2,9,0,0,0,0
USC,California,California-USC,2010,7,10/16/10,7,Pac10,BCS,USC,8,5,Lane Kiffin,vs,Pac10,BCS,California,5,7,Jeff Tedford,,48,14,34,W,1,0,1,0,54.0,o,-2.5,W,,"72,386",,6,7,6,7,0,1,14,NR,NR,NR,NR,NR,NR,NR,NR,4,2,USC,26,80,NR,NR,NR,5,2,,NR,42,NR,NR,NR,NR,NR,NR,NR,3,2,California,NR,NR,NR,NR,NR,3,3,,80,0.6,7.5,5.9,8.9,36,228,17,211,1,44,30,0,391,5,602,30,391,5,1,26,26.0,2,38,0,3,81,0,6,6,6,0,0,2,2,0,13,19,2,34,8,54,2,1,2,9,0,0,0,0,,48,0.3,5.1,2.8,6.7,19,72,19,53,0,29,15,2,193,2,246,15,193,2,6,263,43.8,0,0,0,8,165,0,2,2,2,0,0,0,0,0,4,7,0,11,9,67,0,0,0,0,0,0,0,0
Clemson,Maryland,Clemson-Maryland,2010,7,10/16/10,6,ACC,BCS,Clemson,6,7,Dabo Swinney,vs,ACC,BCS,Maryland,9,4,Ralph Friedgen,,31,7,24,W,1,0,1,0,47.5,u,-14.5,W,,"71,000",,6,7,6,7,0,1,35,31,NR,NR,NR,NR,NR,NR,NR,2,3,Clemson,NR,NR,NR,NR,NR,3,3,,NR,NR,23,24,NR,NR,33,2,NR,4,1,Maryland,NR,NR,NR,NR,NR,4,2,,65,0.5,3.3,2.1,5.7,44,116,22,94,2,21,8,0,119,0,213,8,119,0,7,272,38.9,3,52,0,2,122,1,4,4,4,0,0,1,1,0,5,5,3,13,3,30,0,0,3,94,1,0,0,0,,68,0.1,5.1,2.1,6.5,21,74,30,44,0,47,25,3,306,1,350,25,306,1,7,306,43.7,3,28,0,5,95,0,1,1,1,0,0,1,0,0,4,13,1,18,10,93,2,0,0,0,0,0,0,0
Maryland,Clemson,Clemson-Maryland,2010,7,10/16/10,6,ACC,BCS,Maryland,9,4,Ralph Friedgen,@,ACC,BCS,Clemson,6,7,Dabo Swinney,,7,31,-24,L,0,1,0,1,47.5,u,14.5,L,,"71,000",,6,7,6,7,0,1,NR,NR,23,24,NR,NR,33,2,NR,4,1,Maryland,NR,NR,NR,NR,NR,4,2,,35,31,NR,NR,NR,NR,NR,NR,NR,2,3,Clemson,NR,NR,NR,NR,NR,3,3,,68,0.1,5.1,2.1,6.5,21,74,30,44,0,47,25,3,306,1,350,25,306,1,7,306,43.7,3,28,0,5,95,0,1,1,1,0,0,1,0,0,4,13,1,18,10,93,2,0,0,0,0,0,0,0,,65,0.5,3.3,2.1,5.7,44,116,22,94,2,21,8,0,119,0,213,8,119,0,7,272,38.9,3,52,0,2,122,1,4,4,4,0,0,1,1,0,5,5,3,13,3,30,0,0,3,94,1,0,0,0
Colorado State,UNLV,Colorado St-UNLV,2010,7,10/16/10,7,MtnWest,non,Colorado St,3,9,Steve Fairchild,vs,MtnWest,non,UNLV,2,11,Bobby Hauck,,43,10,33,W,1,0,1,0,51.0,o,-3.5,W,,"30,753",,6,7,6,7,0,1,NR,NR,NR,NR,NR,NR,NR,NR,NR,1,5,Colorado St,NR,NR,NR,NR,NR,2,5,,NR,NR,NR,NR,NR,NR,NR,NR,NR,1,5,UNLV,NR,NR,NR,NR,NR,1,6,,56,0.8,8.8,6.2,16.6,42,282,23,259,2,14,10,0,233,3,492,10,233,3,3,67,22.3,1,4,0,1,74,0,5,5,4,0,0,4,3,0,12,5,1,18,4,35,3,0,0,0,0,1,3,0,,69,0.1,4.0,3.3,5.2,45,199,50,149,1,24,16,0,125,0,274,16,125,0,5,210,42.0,1,28,0,5,110,0,1,1,1,0,0,1,1,0,11,6,2,19,6,72,3,2,0,0,0,0,0,0
UNLV,Colorado State,Colorado St-UNLV,2010,7,10/16/10,7,MtnWest,non,UNLV,2,11,Bobby Hauck,@,MtnWest,non,Colorado St,3,9,Steve Fairchild,,10,43,-33,L,0,1,0,1,51.0,o,3.5,L,,"30,753",,6,7,6,7,0,1,NR,NR,NR,NR,NR,NR,NR,NR,NR,1,5,UNLV,NR,NR,NR,NR,NR,1,6,,NR,NR,NR,NR,NR,NR,NR,NR,NR,1,5,Colorado St,NR,NR,NR,NR,NR,2,5,,69,0.1,4.0,3.3,5.2,45,199,50,149,1,24,16,0,125,0,274,16,125,0,5,210,42.0,1,28,0,5,110,0,1,1,1,0,0,1,1,0,11,6,2,19,6,72,3,2,0,0,0,0,0,0,,56,0.8,8.8,6.2,16.6,42,282,23,259,2,14,10,0,233,3,492,10,233,3,3,67,22.3,1,4,0,1,74,0,5,5,4,0,0,4,3,0,12,5,1,18,4,35,3,0,0,0,0,1,3,0
Duke,Miami (Florida),Duke-Miami (FL),2010,7,10/16/10,6,ACC,BCS,Duke,3,9,David Cutcliffe,vs,ACC,BCS,Miami (FL),7,6,Randy Shannon,,13,28,-15,L,0,1,0,1,59.0,u,18.5,W,,"25,911",,6,7,6,7,0,1,NR,NR,NR,NR,NR,NR,NR,NR,NR,1,4,Duke,NR,NR,NR,NR,NR,1,5,,13,13,NR,NR,27,63,26,66,NR,3,2,Miami (FL),25,85,25,127,NR,4,2,,85,0.2,3.4,2.6,4.3,41,161,56,105,1,44,22,5,187,0,292,22,187,0,7,250,35.7,2,-2,0,4,81,0,1,1,1,0,0,2,2,0,9,12,1,22,4,25,4,2,0,0,0,0,0,0,,76,0.4,5.9,5.3,6.6,42,230,6,224,2,34,17,0,224,1,448,17,224,1,5,211,42.2,1,0,0,3,29,0,4,4,4,0,0,0,0,0,11,11,0,22,12,90,3,2,5,22,1,0,0,0
